ID,Zona,Año,Mes,Dia,Hora,Estacion,Longitud,Latitud,Profundidad_m,Transparencia_m,Profundidad_muestreo_m,Temperatura,Ph,Oxigeno_disuelto,Conductividad_electrica,PO4,NO2,NO3,Clorofila-A,SST
449,LAGO MENOR,2015,AGO,6,01:01 p. m.,E126,-68.7210,-16.2467,5.1,,0.5,13.18,8.82,6.36,1505.0,0.024,0.002,0.012,1.10,2.67
450,LAGO MENOR,2015,AGO,6,02:15 p. m.,E127,-68.6226,-16.2180,4.8,,0.5,12.69,8.70,6.14,1501.0,0.020,0.002,0.011,1.19,4.00
451,LAGO MENOR,2015,AGO,6,03:09 p. m.,E128,-68.6323,-16.2768,3.4,,0.5,12.92,8.71,5.62,1515.0,0.166,0.005,0.182,1.10,1.33
452,LAGO MENOR,2015,AGO,7,07:38 a. m.,E129,-68.7808,-16.3339,1.4,,0.5,12.37,8.80,5.71,1529.0,0.080,0.004,0.049,2.29,11.00
453,LAGO MENOR,2015,AGO,7,04:21 p. m.,E130,-68.9353,-16.2170,14.0,4.5,0.5,12.67,8.58,5.73,1728.0,0.057,0.007,0.011,1.19,5.00
454,LAGO MENOR,2015,AGO,7,11:11 a. m.,E131,-68.9046,-16.2875,13.2,5.0,0.5,12.56,8.65,5.73,1722.0,0.013,0.006,0.006,1.70,8.67
455,LAGO MENOR,2015,AGO,7,12:12 p. m.,E132,-68.8451,-16.3144,6.0,5.0,0.5,12.62,8.59,5.47,1731.0,0.020,0.007,0.006,2.29,6.33
456,LAGO MENOR,2015,AGO,7,08:37 a. m.,E133,-68.8046,-16.3583,1.3,,0.5,12.23,8.36,5.15,1729.0,0.024,0.006,0.135,1.27,5.67
457,LAGO MENOR,2015,AGO,7,02:38 p. m.,E135,-69.0601,-16.2659,13.7,8.0,0.5,12.78,8.44,4.85,1743.0,0.027,0.004,0.007,1.86,5.00
458,LAGO MENOR,2015,AGO,7,12:33 p. m.,E136,-68.9852,-16.3028,18.5,5.0,0.5,12.38,8.62,6.54,1725.0,0.074,0.005,0.016,1.70,9.00
459,LAGO MENOR,2015,AGO,8,09:43 a. m.,E137,-68.9031,-16.3653,14.1,6.0,0.5,11.82,8.68,6.32,1720.0,0.027,0.011,0.014,1.70,6.33
460,LAGO MENOR,2015,AGO,8,10:48 a. m.,E138,-68.8334,-16.4011,1.8,,0.5,13.50,8.81,4.80,1339.0,0.084,0.007,0.015,0.59,4.33
461,LAGO MENOR,2015,AGO,8,11:40 a. m.,E139,-68.9030,-16.4224,5.0,4.0,0.5,12.77,8.77,6.52,1679.0,0.044,0.006,0.006,1.70,10.33
462,LAGO MENOR,2015,AGO,8,12:44 p. m.,E141,-69.0216,-16.4109,5.0,4.0,0.5,12.61,8.85,6.11,1726.0,0.044,0.006,0.018,1.10,6.67
463,LAGO MENOR,2015,AGO,8,01:36 p. m.,E142,-69.0104,-16.4626,12.0,5.0,0.5,12.01,8.71,5.63,1720.0,0.027,0.010,0.013,2.22,4.33
464,LAGO MENOR,2015,AGO,9,09:18 a. m.,E143,-68.9406,-16.4818,6.4,6.0,0.5,11.61,8.80,6.81,1711.0,0.108,0.009,0.039,1.70,4.67
465,LAGO MENOR,2015,AGO,9,10:06 a. m.,E144,-68.8773,-16.5187,1.8,,0.5,11.98,9.06,5.67,1727.0,0.024,0.011,0.065,1.10,9.33
466,LAGO MENOR,2015,AGO,9,08:13 a. m.,E145,-68.9770,-16.5139,9.7,6.0,0.5,11.55,8.81,4.67,1721.0,0.037,0.011,0.006,1.70,9.33
467,LAGO MENOR,2015,AGO,9,11:27 a. m.,E146,-68.8707,-16.5810,5.0,,0.5,12.46,8.93,5.08,1782.0,0.051,0.010,0.059,1.10,3.67
468,LAGO MENOR,2015,AGO,9,10:47 a. m.,E147,-68.9168,-16.5600,8.0,6.0,0.5,11.74,8.77,5.44,1718.0,0.188,0.009,0.078,1.03,9.00
469,LAGO MENOR,2015,AGO,8,02:41 p. m.,E148,-69.0596,-16.4930,2.1,,0.5,12.93,9.16,6.25,1747.0,0.057,0.011,0.060,1.10,10.67
470,LAGO MENOR,2015,AGO,9,07:29 a. m.,E149,-69.0356,-16.5583,1.5,,0.5,11.66,8.85,5.34,1721.0,0.060,0.004,0.108,1.11,3.33
471,BAHIA PUNO,2016,AGO,3,10:10 a. m.,E01,-69.9605,-15.8530,10.5,8.5,0.5,12.90,8.74,6.90,1553.0,0.034,0.004,0.014,0.18,30.00
472,BAHIA PUNO,2016,AGO,3,11:08 a. m.,E02,-69.9182,-15.8482,24.5,9.5,0.5,13.00,8.69,6.82,1548.0,0.047,0.002,0.005,0.03,38.75
473,BAHIA PUNO,2016,AGO,3,12:40 p. m.,E03,-69.9079,-15.8745,4.0,,0.5,13.30,8.75,7.51,1546.0,0.030,0.005,0.007,0.68,31.75
474,BAHIA PUNO,2016,AGO,3,04:40 p. m.,E04,-69.8907,-15.8789,7.6,7.0,0.5,13.20,8.79,7.31,1529.0,0.034,0.003,0.012,1.27,1.50
475,BAHIA PUNO,2016,AGO,3,01:54 p. m.,E05,-69.8918,-15.8398,28.6,7.0,0.5,13.00,8.75,6.80,1542.0,0.128,0.002,0.009,0.37,37.25
476,BAHIA PUNO,2016,AGO,3,02:45 p. m.,E06,-69.9118,-15.8053,3.9,,0.5,12.50,8.77,8.33,1547.0,0.064,0.003,0.017,0.27,43.25
477,BAHIA PUNO,2016,AGO,3,03:12 p. m.,E07,-69.8851,-15.7748,6.2,5.0,0.5,12.60,8.81,8.07,1536.0,0.043,0.002,0.014,0.25,39.50
478,BAHIA PUNO,2016,AGO,3,03:45 p. m.,E08,-69.8724,-15.8010,24.8,8.5,0.5,12.70,8.68,6.67,1534.0,0.043,0.002,0.004,0.76,21.50
479,BAHIA PUNO,2016,AGO,3,04:15 p. m.,E09,-69.8592,-15.8342,5.7,6.0,0.5,12.80,8.73,7.00,1531.0,0.038,0.003,0.010,0.49,44.00
480,BAHIA PUNO,2016,AGO,4,10:45 a. m.,E10,-69.8376,-15.7938,4.0,,0.5,12.40,8.73,6.66,1535.0,0.038,0.001,0.007,0.04,25.75
481,BAHIA PUNO,2016,AGO,4,07:35 a. m.,E13,-69.7698,-15.7895,65.0,9.0,0.5,12.50,8.69,6.48,1532.0,0.055,0.002,0.004,0.88,20.00
482,BAHIA PUNO,2016,AGO,4,09:30 a. m.,E14,-69.7830,-15.7489,49.1,9.5,0.5,12.70,8.72,6.64,1532.0,0.055,0.001,0.035,0.21,17.00
483,BAHIA PUNO,2016,AGO,4,10:30 a. m.,E15,-69.8226,-15.7150,34.0,8.5,0.5,12.50,8.76,6.65,1528.0,0.051,0.002,0.008,0.51,33.50
484,BAHIA PUNO,2016,AGO,4,10:00 a. m.,E16,-69.8541,-15.6737,33.4,6.5,0.5,12.40,8.76,6.70,1503.8,0.060,0.003,0.008,0.01,26.50
485,BAHIA PUNO,2016,AGO,4,12:30 p. m.,E17,-69.9059,-15.6048,10.1,3.5,0.5,12.50,8.83,7.39,1335.4,0.268,0.084,0.520,1.98,25.75
486,LAGO MAYOR,2016,AGO,5,10:30 a. m.,E25,-69.8930,-15.4913,6.0,,0.5,13.20,8.73,6.89,1532.0,0.038,0.002,0.010,0.32,18.75
487,LAGO MAYOR,2016,AGO,5,11:10 a. m.,E27,-69.8379,-15.4508,16.0,9.8,0.5,12.90,8.68,6.62,1533.0,0.043,0.002,0.014,0.04,24.75
488,LAGO MAYOR,2016,AGO,5,12:00 p. m.,E28,-69.7822,-15.3928,23.0,8.8,0.5,12.90,8.54,6.50,1530.0,0.072,0.002,0.004,0.28,25.25
489,LAGO MAYOR,2016,AGO,5,12:50 p. m.,E32,-69.7205,-15.3384,86.0,9.8,0.5,13.10,8.57,5.94,1531.0,0.055,0.002,0.027,0.62,19.00
490,LAGO MAYOR,2016,AGO,5,02:40 p. m.,E33,-69.7560,-15.3330,5.0,4.6,0.5,13.20,8.66,6.70,1519.0,0.047,0.001,0.008,0.32,23.75
491,LAGO MAYOR,2016,AGO,5,04:00 p. m.,E36,-69.6814,-15.2971,108.0,9.0,0.5,12.80,8.56,6.07,1524.0,0.064,0.002,0.013,0.02,14.75
492,LAGO MAYOR,2016,AGO,6,06:15 a. m.,E39,-69.5276,-15.3748,10.5,5.0,0.5,12.50,8.56,6.20,1529.0,0.038,0.002,0.018,1.76,17.00
493,LAGO MAYOR,2016,AGO,6,07:15 a. m.,E41,-69.6009,-15.4392,249.0,11.0,0.5,12.40,8.55,5.92,1530.0,0.047,0.004,0.032,0.27,16.50
494,LAGO MAYOR,2016,AGO,6,09:20 a. m.,E42,-69.6685,-15.4967,242.0,11.0,0.5,12.50,8.64,5.83,1526.0,0.060,0.005,0.093,0.37,23.25
495,LAGO MAYOR,2016,AGO,4,03:10 p. m.,E43,-69.7411,-15.5603,207.0,11.0,0.5,13.10,8.56,5.98,1529.0,0.055,0.005,0.015,0.43,0.75
496,LAGO MAYOR,2016,AGO,5,09:15 a. m.,E22,-69.8070,-15.6181,22.5,10.2,0.5,12.60,8.62,5.90,1532.0,0.043,0.005,0.006,0.09,20.00
497,LAGO MAYOR,2016,AGO,8,01:00 p. m.,E48,-69.3597,-15.5361,75.0,14.5,0.5,13.40,8.56,5.77,1524.0,0.064,0.003,0.046,0.24,17.25
498,LAGO MAYOR,2016,AGO,8,11:08 a. m.,E49,-69.4449,-15.6063,215.0,12.8,0.5,12.80,8.52,6.05,1529.0,0.072,0.002,0.030,0.15,26.75
499,LAGO MAYOR,2016,AGO,8,08:00 a. m.,E50,-69.5211,-15.6687,246.0,11.9,0.5,12.40,8.52,5.86,1529.0,0.026,0.002,0.019,0.60,17.50
500,LAGO MAYOR,2016,AGO,6,12:00 p. m.,E51,-69.6038,-15.7371,183.0,9.4,0.5,12.70,8.61,6.17,1530.0,0.060,0.003,0.004,0.26,16.25
501,LAGO MAYOR,2016,AGO,6,03:30 p. m.,E52,-69.6843,-15.8028,16.5,10.3,0.5,13.00,8.65,6.27,1532.0,0.043,0.003,0.003,0.40,26.50
502,LAGO MAYOR,2016,AGO,6,02:22 p. m.,E53,-69.7634,-15.8686,7.0,,0.5,13.20,8.80,7.26,1536.0,0.051,0.004,0.023,0.22,18.75
503,LAGO MAYOR,2016,AGO,9,01:20 p. m.,E58,-69.5453,-15.9519,10.7,5.0,0.5,12.90,8.62,6.50,1533.0,0.047,0.005,0.024,0.33,27.25
504,LAGO MAYOR,2016,AGO,9,01:00 p. m.,E59,-69.4615,-15.8876,184.0,13.0,0.5,13.00,8.46,5.74,1532.0,0.072,0.002,0.054,0.19,14.75
505,LAGO MAYOR,2016,AGO,9,10:05 a. m.,E60,-69.3776,-15.8271,237.0,12.0,0.5,12.60,8.55,5.73,1528.0,0.064,0.003,0.031,0.21,16.25
506,LAGO MAYOR,2016,AGO,8,03:40 p. m.,E61,-69.3045,-15.7585,240.0,10.2,0.5,13.20,8.55,5.68,1530.0,0.051,0.002,0.042,0.27,19.25
507,LAGO MAYOR,2016,AGO,8,05:00 p. m.,E65,-69.2315,-15.6901,6.0,,0.5,13.40,8.65,6.01,1535.0,0.055,0.002,0.030,0.93,24.00
508,LAGO MAYOR,2016,AGO,8,02:00 p. m.,E68,-69.4278,-15.9935,11.0,5.5,0.5,13.30,8.69,6.45,1521.0,0.038,0.006,0.008,0.28,17.00
509,LAGO MAYOR,2016,AGO,8,05:20 p. m.,E71,-69.1984,-15.6953,4.0,,0.5,12.50,8.68,7.18,1525.0,0.026,0.002,0.013,1.27,1.75
510,LAGO MAYOR,2016,AGO,9,07:00 a. m.,E72,-69.1709,-15.6921,24.7,5.8,0.5,11.90,8.70,6.97,1537.0,0.013,0.003,0.016,0.72,23.25
511,LAGO MAYOR,2016,AGO,11,12:30 p. m.,E76,-69.0449,-15.8125,18.0,12.5,0.5,13.40,8.53,5.68,1530.0,0.026,0.003,0.011,0.17,18.25
512,LAGO MAYOR,2016,AGO,11,11:00 a. m.,E78,-69.1327,-15.8903,230.0,13.5,0.5,12.90,8.59,5.84,1532.0,0.017,0.004,0.018,0.22,13.75
513,LAGO MAYOR,2016,AGO,11,08:04 a. m.,E79,-69.2272,-15.9600,155.0,11.5,0.5,12.40,8.62,5.85,1531.0,0.060,0.005,0.041,0.61,18.75
514,LAGO MAYOR,2016,AGO,11,07:45 a. m.,E80,-69.3198,-16.0316,170.0,10.5,0.5,12.30,8.58,5.98,1528.0,0.072,0.007,0.015,0.34,41.50
515,LAGO MAYOR,2016,AGO,10,09:00 a. m.,E82,-69.4173,-16.1109,81.0,8.2,0.5,12.30,8.63,6.22,1521.0,0.047,0.002,0.005,1.08,10.25
516,LAGO MAYOR,2016,AGO,10,07:30 a. m.,E83,-69.5067,-16.1837,11.0,5.5,0.5,12.30,8.72,6.65,1540.0,0.038,0.006,0.042,0.65,11.50
517,LAGO MAYOR,2016,AGO,10,06:37 a. m.,E84,-69.4624,-16.2007,8.0,4.7,0.5,12.70,8.72,6.43,1535.0,0.051,0.003,0.002,1.77,21.75
518,LAGO MAYOR,2016,AGO,10,08:20 a. m.,E85,-69.4444,-16.1599,61.8,9.8,0.5,12.40,8.67,6.44,1534.0,0.034,0.003,0.010,0.26,27.50
519,LAGO MAYOR,2016,AGO,10,10:10 a. m.,E88,-69.3781,-16.2064,18.5,6.5,0.5,12.80,8.76,6.46,1530.0,0.060,0.002,0.004,0.21,18.00
520,LAGO MAYOR,2016,AGO,10,11:30 a. m.,E94,-69.2884,-16.2510,18.0,7.4,0.5,13.30,8.71,6.67,1529.0,0.038,0.003,0.005,0.21,6.50
521,LAGO MAYOR,2016,AGO,10,12:59 p. m.,E97,-69.1958,-16.1757,117.0,9.5,0.5,13.60,8.69,6.22,1528.0,0.043,0.002,0.005,0.13,10.25
522,LAGO MAYOR,2016,AGO,10,03:54 p. m.,E98,-69.1016,-16.1117,131.0,9.0,0.5,12.90,8.65,6.40,1532.0,0.047,0.003,0.016,0.22,25.50
523,LAGO MAYOR,2016,AGO,12,09:10 a. m.,E99,-69.0742,-16.0745,40.0,9.2,0.5,12.90,8.65,6.31,1528.0,0.030,0.006,0.022,0.44,25.00
524,LAGO MAYOR,2016,AGO,12,07:17 a. m.,E100,-68.9959,-16.0055,196.0,10.2,0.5,12.10,8.39,5.79,1526.0,0.021,0.004,0.072,0.22,21.75
525,LAGO MAYOR,2016,AGO,11,02:20 p. m.,E103,-68.9017,-15.9394,7.0,,0.5,13.40,8.61,5.88,1535.0,0.085,0.004,0.024,0.16,13.00
526,LAGO MAYOR,2016,AGO,11,04:25 p. m.,E104,-68.8804,-15.9940,104.0,11.5,0.5,13.00,8.60,5.94,1536.0,0.034,0.002,0.012,0.40,7.50
527,LAGO MAYOR,2016,AGO,11,05:30 p. m.,E105,-68.8016,-15.9864,6.0,,0.5,12.80,8.71,6.55,1532.0,0.047,0.002,0.018,0.57,7.00
528,LAGO MAYOR,2016,AGO,10,02:00 p. m.,E113,-69.1367,-16.2174,14.8,9.3,0.5,13.10,8.71,6.65,1533.0,0.051,0.004,0.018,0.23,19.50
529,LAGO MAYOR,2016,AGO,10,04:00 p. m.,E117,-69.1027,-16.1653,29.0,10.0,0.5,13.40,8.74,6.66,1530.0,0.043,0.004,0.010,0.30,17.50
530,LAGO MAYOR,2016,AGO,10,04:50 p. m.,E119,-69.1309,-16.0439,119.0,10.5,0.5,12.90,8.63,6.12,1530.0,0.043,0.003,0.025,0.97,14.20
531,LAGO MAYOR,2016,AGO,12,10:30 a. m.,E120,-68.9337,-16.1264,180.0,14.2,0.5,12.80,8.63,6.07,1536.0,0.060,0.002,0.014,0.56,15.50
532,LAGO MAYOR,2016,AGO,12,11:40 a. m.,E121,-68.8643,-16.2068,112.0,10.5,0.5,13.30,8.69,6.65,1528.0,0.085,0.002,0.020,0.32,14.00
533,BAHIA PUNO,2017,JUL,10,03:29 p. m.,E01,-69.9605,-15.8530,12.0,5.3,0.5,13.90,8.47,7.69,1513.0,0.022,0.006,0.057,1.62,31.50
534,BAHIA PUNO,2017,JUL,11,11:40 a. m.,E02,-69.9271,-15.8461,27.0,6.0,0.5,12.70,8.85,7.42,1506.0,0.015,0.013,0.057,1.62,35.00
535,BAHIA PUNO,2017,JUL,11,12:38 p. m.,E05,-69.8923,-15.8400,26.0,6.6,0.5,13.30,8.87,7.35,1510.0,0.019,0.011,0.026,1.10,24.25
536,BAHIA PUNO,2017,JUL,11,01:26 p. m.,E09,-69.8592,-15.8342,3.5,,0.5,13.40,8.84,7.48,1507.0,0.024,0.010,0.010,0.59,27.00
537,BAHIA PUNO,2017,JUL,11,02:30 p. m.,E10,-69.8376,-15.7938,3.4,,0.5,13.50,8.81,7.10,1504.0,0.017,0.012,0.016,1.62,25.75
538,BAHIA PUNO,2017,JUL,12,09:33 a. m.,E14,-69.7830,-15.7489,50.6,10.6,0.5,11.50,8.66,6.67,1515.0,0.022,0.007,0.041,1.70,35.50
539,BAHIA PUNO,2017,JUL,12,08:41 a. m.,E15,-69.8226,-15.7150,40.9,6.6,0.5,11.50,8.47,7.23,1501.0,0.006,0.015,0.015,1.62,44.00
540,BAHIA PUNO,2017,JUL,12,07:05 a. m.,E16,-69.8541,-15.6737,38.0,6.0,0.5,11.20,8.46,7.08,1444.0,0.019,0.009,0.020,0.59,23.50
541,BAHIA PUNO,2017,JUL,11,05:06 p. m.,E17,-69.9059,-15.6048,11.5,4.2,0.5,11.40,8.65,6.74,1316.0,0.234,0.046,0.188,2.72,30.75
542,LAGO MAYOR,2017,JUL,12,12:20 p. m.,E25,-69.8930,-15.4913,7.1,,0.5,13.50,8.51,6.50,1508.0,0.011,0.007,0.063,1.02,30.50
543,LAGO MAYOR,2017,JUL,12,01:39 p. m.,E27,-69.8425,-15.4437,7.4,,0.5,13.40,8.50,6.38,1507.0,0.019,0.008,0.023,1.62,27.00
544,LAGO MAYOR,2017,JUL,12,02:19 p. m.,E28,-69.7822,-15.3928,15.0,10.3,0.5,13.30,8.56,6.35,1506.0,0.017,0.013,0.023,1.10,38.00
545,LAGO MAYOR,2017,JUL,12,03:11 p. m.,E32,-69.7205,-15.3384,90.0,7.0,0.5,13.00,8.52,6.00,1506.0,0.071,0.003,0.033,0.51,0.75
546,LAGO MAYOR,2017,JUL,13,08:52 a. m.,E36,-69.6814,-15.2971,115.0,10.8,0.5,12.60,8.62,5.77,1505.0,0.032,0.006,0.007,0.59,4.00
547,LAGO MAYOR,2017,JUL,13,10:49 a. m.,E39,-69.5276,-15.3748,12.0,8.4,0.5,13.10,8.73,6.26,1506.0,0.022,0.032,,0.52,0.25
548,LAGO MAYOR,2017,JUL,13,12:30 p. m.,E41,-69.6009,-15.4392,251.0,13.0,0.5,13.50,8.71,5.86,1506.0,0.050,0.020,0.017,1.70,36.75
549,LAGO MAYOR,2017,JUL,13,01:23 p. m.,E42,-69.6685,-15.4967,235.0,14.0,0.5,13.60,8.67,5.78,1506.0,0.009,0.013,0.042,0.59,25.00
550,LAGO MAYOR,2017,JUL,13,03:42 p. m.,E43,-69.7411,-15.5603,206.0,12.0,0.5,13.40,8.66,5.83,1507.0,0.030,0.022,0.012,1.10,47.00
551,LAGO MAYOR,2017,JUL,13,04:50 p. m.,E22,-69.8070,-15.6181,26.0,9.0,0.5,13.10,8.64,6.26,1508.0,0.011,0.004,0.012,2.05,3.25
552,LAGO MAYOR,2017,JUL,15,01:24 p. m.,E48,-69.3597,-15.5361,130.0,12.0,0.5,13.40,8.71,6.21,1504.0,0.017,0.004,0.059,1.70,1.75
553,LAGO MAYOR,2017,JUL,15,11:46 a. m.,E49,-69.4449,-15.6063,200.0,9.0,0.5,13.20,8.78,6.53,1507.0,0.013,0.008,0.014,1.10,1.50
554,LAGO MAYOR,2017,JUL,15,09:57 a. m.,E50,-69.5211,-15.6687,247.0,12.0,0.5,12.40,8.79,6.32,1506.0,0.017,0.008,0.012,1.62,3.00
555,LAGO MAYOR,2017,JUL,15,08:06 a. m.,E51,-69.6038,-15.7371,183.0,9.8,0.5,12.10,8.80,5.97,1508.0,0.006,0.015,0.014,2.13,1.50
556,LAGO MAYOR,2017,JUL,15,09:01 a. m.,E52,-69.6843,-15.8028,22.7,9.0,0.5,12.10,8.80,6.35,1503.0,0.028,0.005,0.038,3.83,2.25
557,LAGO MAYOR,2017,JUL,15,11:05 a. m.,E53,-69.7634,-15.8686,7.0,,0.5,13.50,8.72,6.32,1508.0,0.024,0.006,0.026,1.61,
558,LAGO MAYOR,2017,JUL,16,12:44 p. m.,E58,-69.5453,-15.9519,9.6,,0.5,13.50,8.68,6.41,1510.0,0.013,0.004,0.017,1.18,1.75
559,LAGO MAYOR,2017,JUL,16,11:24 a. m.,E59,-69.4615,-15.8876,184.0,10.0,0.5,13.20,8.69,5.96,1507.0,0.048,0.011,0.023,2.13,1.50
560,LAGO MAYOR,2017,JUL,16,09:44 a. m.,E60,-69.3776,-15.8271,237.0,10.0,0.5,12.80,8.68,5.94,1508.0,0.017,0.011,0.020,2.21,1.75
561,LAGO MAYOR,2017,JUL,16,08:02 a. m.,E61,-69.3045,-15.7585,238.0,12.8,0.5,12.70,8.63,5.64,1507.0,0.017,0.027,0.043,1.70,1.75
562,LAGO MAYOR,2017,JUL,16,03:41 p. m.,E65,-69.2315,-15.6901,6.2,,0.5,13.30,8.72,6.80,1508.0,0.024,0.011,0.019,2.13,0.00
563,LAGO MAYOR,2017,JUL,16,04:17 p. m.,E72,-69.1709,-15.6921,28.0,5.8,0.5,12.70,8.78,7.18,1471.0,0.011,0.008,0.017,1.54,1.00
564,LAGO MAYOR,2017,JUL,19,08:29 a. m.,E76,-69.0449,-15.8125,26.0,9.0,0.5,12.80,8.77,6.49,1508.0,0.037,0.004,0.053,1.10,0.75
565,LAGO MAYOR,2017,JUL,19,06:51 a. m.,E78,-69.1327,-15.8903,229.0,10.3,0.5,12.50,8.66,5.77,1509.0,0.026,0.001,0.051,0.51,0.00
566,LAGO MAYOR,2017,JUL,16,02:20 p. m.,E79,-69.2272,-15.9600,157.0,10.0,0.5,13.40,8.79,6.14,1508.0,0.035,0.004,0.047,0.59,0.00
567,LAGO MAYOR,2017,JUL,17,12:42 p. m.,E80,-69.3198,-16.0316,157.0,10.0,0.5,13.30,8.81,6.23,1509.0,0.041,0.006,0.032,0.59,0.00
568,LAGO MAYOR,2017,JUL,17,11:40 a. m.,E82,-69.4173,-16.1109,80.0,10.0,0.5,13.00,8.87,6.45,1510.0,0.019,0.011,0.022,2.72,1.25
569,LAGO MAYOR,2017,JUL,17,10:38 a. m.,E83,-69.5067,-16.1837,10.0,8.0,0.5,13.40,8.70,6.76,1515.0,0.048,0.008,0.017,1.61,0.00
570,LAGO MAYOR,2017,JUL,20,11:16 a. m.,E88,-69.3781,-16.2064,35.5,8.0,0.5,13.20,8.56,6.68,1508.0,0.024,0.001,0.016,1.53,1.00
571,LAGO MAYOR,2017,JUL,20,09:59 a. m.,E94,-69.2884,-16.2510,25.5,9.0,0.5,13.20,8.59,6.59,1509.0,0.028,0.005,0.021,1.02,0.75
572,LAGO MAYOR,2017,JUL,20,08:14 a. m.,E97,-69.1958,-16.1757,117.0,10.0,0.5,12.60,8.62,6.15,1511.0,0.030,0.005,0.023,2.13,3.00
573,LAGO MAYOR,2017,JUL,19,03:36 p. m.,E98,-69.1103,-16.1056,138.0,9.5,0.5,13.40,8.63,5.91,1512.0,0.039,0.006,0.013,1.53,0.75
574,LAGO MAYOR,2017,JUL,19,02:06 p. m.,E99,-69.0742,-16.0745,64.0,11.0,0.5,13.60,8.72,6.30,1509.0,0.032,0.006,0.012,0.51,0.00
575,LAGO MAYOR,2017,JUL,19,12:34 p. m.,E100,-68.9959,-16.0055,195.0,10.0,0.5,13.70,8.70,5.91,1511.0,0.028,0.004,0.047,1.02,1.00
576,LAGO MAYOR,2017,JUL,19,10:02 a. m.,E103,-68.9017,-15.9394,7.1,,0.5,13.00,8.75,6.14,1506.0,0.039,0.004,0.062,1.03,0.75
577,LAGO MAYOR,2017,JUL,19,11:45 a. m.,E104,-68.8837,-16.0297,97.1,10.2,0.5,13.20,8.74,6.14,1507.0,0.028,0.004,0.008,1.62,0.25
578,LAGO MAYOR,2017,JUL,19,11:04 a. m.,E105,-68.8016,-15.9864,1.7,,0.5,12.50,8.79,7.03,1504.0,0.022,0.006,0.019,1.10,0.50
579,LAGO MAYOR,2017,JUL,20,07:16 a. m.,E113,-69.1367,-16.2174,10.7,10.0,0.5,11.90,8.58,6.39,1508.0,0.026,0.010,0.024,1.53,0.75
580,LAGO MAYOR,2017,JUL,19,04:30 p. m.,E117,-69.1027,-16.1653,80.0,8.5,0.5,13.40,8.69,6.49,1510.0,0.039,0.016,0.023,2.13,0.25
581,LAGO MAYOR,2017,JUL,21,08:46 a. m.,E120,-68.9337,-16.1264,185.0,9.5,0.5,12.90,8.65,6.25,1503.0,0.048,0.007,0.027,2.13,31.25
582,LAGO MAYOR,2017,JUL,21,10:19 a. m.,E121,-68.8643,-16.2068,110.0,9.0,0.5,13.30,8.55,6.47,1521.0,0.028,0.004,0.037,1.62,26.25
583,LAGO MENOR,2017,JUL,21,12:04 p. m.,E122,-68.8361,-16.2276,43.1,9.0,0.5,13.20,8.51,6.39,1513.0,0.039,0.004,0.063,1.70,39.25
584,LAGO MENOR,2017,JUL,21,12:36 p. m.,E123,-68.7970,-16.1925,35.5,6.5,0.5,13.10,8.67,7.11,1533.0,0.015,0.006,0.011,1.10,32.25
585,LAGO MENOR,2017,JUL,21,01:18 p. m.,E125,-68.7843,-16.2626,31.5,8.0,0.5,13.30,8.88,7.11,1539.0,0.013,0.005,0.038,2.13,37.50
586,LAGO MENOR,2017,JUL,21,02:25 p. m.,E127,-68.7330,-16.2135,3.5,,0.5,12.70,8.68,7.05,1555.0,0.006,0.006,0.018,0.59,34.00
587,LAGO MENOR,2017,JUL,21,01:45 p. m.,E126,-68.7154,-16.2677,4.6,,0.5,11.50,8.96,8.86,1554.0,0.011,0.008,0.016,0.00,17.00
588,LAGO MENOR,2017,JUL,21,04:14 p. m.,E124,-68.6226,-16.2180,5.0,,0.5,12.40,8.63,6.91,1553.0,0.006,0.011,0.025,1.11,32.75
589,LAGO MENOR,2017,JUL,21,03:06 p. m.,E132,-68.7808,-16.3339,10.0,,0.5,12.70,8.77,8.07,1706.0,0.011,0.005,0.019,0.08,16.75
590,LAGO MENOR,2017,JUL,22,06:58 a. m.,E129,-68.9353,-16.2170,1.6,,0.5,11.20,8.75,7.76,1562.0,0.019,0.005,0.012,0.59,22.00
591,LAGO MENOR,2017,JUL,22,08:20 a. m.,E130,-68.8451,-16.3144,14.8,5.4,0.5,11.10,8.34,6.69,1852.0,0.011,0.011,0.024,1.62,24.50
592,LAGO MENOR,2017,JUL,22,09:52 a. m.,E136,-69.0601,-16.2659,17.6,7.0,0.5,11.40,8.33,6.57,1861.0,0.017,0.008,0.028,1.02,20.25
593,LAGO MENOR,2017,JUL,22,10:40 a. m.,E135,-68.9852,-16.3028,12.8,6.0,0.5,12.00,8.34,6.82,1855.0,0.009,0.015,0.019,3.32,28.50
594,LAGO MENOR,2017,JUL,22,12:07 p. m.,E137,-68.8334,-16.4011,13.4,6.0,0.5,13.20,8.34,6.53,1863.0,0.037,0.025,0.023,1.10,15.50
595,LAGO MENOR,2017,JUL,22,12:45 p. m.,E138,-68.9031,-16.3653,1.7,,0.5,12.70,9.17,7.49,1550.0,0.006,0.011,0.020,1.03,21.50
596,LAGO MENOR,2017,JUL,22,01:21 p. m.,E139,-68.9030,-16.4224,4.5,,0.5,13.10,8.77,7.20,1696.0,0.015,0.011,0.028,0.59,12.25
597,LAGO MENOR,2017,JUL,22,02:05 p. m.,E141,-69.0073,-16.3764,8.3,,0.5,12.10,8.38,6.77,1875.0,0.006,0.004,0.025,0.08,29.50
